n1;SYMBOL;ROUR;CZAS_AG;CZAS_AE;PI0;PI1A;PI1B;PI1C;PI2A;PI2B;PI2C;PI3A;PI3B;PI3C;PI4;PI5A;PI6A;PI5B;PI6B;PI5C;PI6C;PI5D;PI6D;PI5E;PI6E;PI5F;PI6F;PI5G;PI6G;PIM1;PIM2A;PIM2B;CZAS_AJ;CZAS_AH;PIM2BT1;PIM2BT2;PIM2BT3;PIM2BT4;PIM2BT5;PIM2BT6;PIM2BT7;PIM2BT8;survid;idenresp;respid;tydzien;databad;dzientyg;okregsmg;proba;ankieter;czaswmin;zgoda;kodgus;gmina;nts;powiat;region44;wojew49;wojew16;makrogus;region17;region7;ludnosc;klasawlk;wlkmsc4;wybrmta;plec;dataurod;rokurodz;zodiak;wiek;wiekco5;wiekco10;wiek4kat;plecwiek;stancyw;stancyw3;eduk12;eduk;eduk4;eduk4u;sytzaw;sytprc;sytdor;sytbez;syteme;sytucz;sytdom;syturl;sytinn;prac;prac1;isco2;isco;zawod;status;wlas;kier;dosobkat;dosobpln;wlkgosp;wlkgosp5;wlkgosp6;osob1575;dziecima;dzcisamo;faza_zyc;dzcigosp;dzci0002;dzci0306;dzci0714;dzci1517;dzre0002;dzre0306;dzre0714;dzre1517;dzre1824;dzre2560;ldzci00;ldzci01;ldzci02;ldzci03;ldzci04;ldzci05;ldzci06;ldzci07;ldzci08;ldzci09;ldzci10;ldzci11;ldzci12;ldzci13;ldzci14;ldzci15;ldzci16;ldzci17;ldzre00;ldzre01;ldzre02;ldzre03;ldzre04;ldzre05;ldzre06;ldzre07;ldzre08;ldzre09;ldzre10;ldzre11;ldzre12;ldzre13;ldzre14;ldzre15;ldzre16;ldzre17;ldzre18;ldzre19;ldzre20;ldzre21;ldzre22;ldzre23;ldzre24;ldzre25;ldzre26;ldzre27;ldzre28;ldzre29;ldzre30;ldzre31;ldzre32;ldzre33;ldzre34;ldzre35;ldzre36;ldzre37;ldzre38;ldzre39;ldzre40;ldzre41;ldzre42;ldzre43;ldzre44;ldzre45;ldzre46;ldzre47;ldzre48;ldzre49;ldzre50;ldzre51;ldzre52;ldzre53;ldzre54;ldzre55;ldzre56;ldzre57;ldzre58;ldzre59;ldzre60;dzieci00;dzieci01;dzieci02;dzieci03;dzieci04;dzieci05;dzieci06;dzieci07;dzieci08;dzieci09;dzieci10;dzieci11;dzieci12;dzieci13;dzieci14;dzieci15;dzieci16;dzieci17;dzcire00;dzcire01;dzcire02;dzcire03;dzcire04;dzcire05;dzcire06;dzcire07;dzcire08;dzcire09;dzcire10;dzcire11;dzcire12;dzcire13;dzcire14;dzcire15;dzcire16;dzcire17;dzcire18;dzcire19;dzcire20;dzcire21;dzcire22;dzcire23;dzcire24;dzcire25;dzcire26;dzcire27;dzcire28;dzcire29;dzcire30;dzcire31;dzcire32;dzcire33;dzcire34;dzcire35;dzcire36;dzcire37;dzcire38;dzcire39;dzcire40;dzcire41;dzcire42;dzcire43;dzcire44;dzcire45;dzcire46;dzcire47;dzcire48;dzcire49;dzcire50;dzcire51;dzcire52;dzcire53;dzcire54;dzcire55;dzcire56;dzcire57;dzcire58;dzcire59;dzcire60;pozycja;zakupy;g_kto;g_plec;g_wiek;g_wiek5;g_wiek10;g_eduk12;g_eduk;g_eduk4;g_eduk4u;g_sytzaw;g_sytprc;g_sytdor;g_sytbez;g_syteme;g_sytucz;g_sytdom;g_syturl;g_sytinn;g_prac;g_prac1;g_isco2;g_isco;g_zawod;g_status;g_wlas;g_kier;d_kto;d_plec;d_wiek;d_wiek5;d_wiek10;d_eduk12;d_eduk;d_eduk4;d_eduk4u;d_sytzaw;d_sytprc;d_sytdor;d_sytbez;d_syteme;d_sytucz;d_sytdom;d_syturl;d_sytinn;d_prac;d_prac1;d_isco2;d_isco;d_zawod;d_status;d_wlas;d_kier;klasspol;dgospkat;dgosppln;dnaospln;dnaoskat;sytmat;gosppies;gosp_kot;gosp_tel;gospkomo;gospkomp;gosp_cd;gosp_vcr;gospogro;gospweek;tv_kabel;tv_satel;gospsmch;smch_ile;smchsegm;smchmark;smchmodl;jezykczy;jezykjak;jezykang;jezyknie;jezykfra;jezykros;os01rour;os01plec;os01pokr;os01wiek;os02rour;os02plec;os02pokr;os02wiek;os03rour;os03plec;os03pokr;os03wiek;os04rour;os04plec;os04pokr;os04wiek;os05rour;os05plec;os05pokr;os05wiek;os06rour;os06plec;os06pokr;os06wiek;os07rour;os07plec;os07pokr;os07wiek;os08rour;os08plec;os08pokr;os08wiek;os09rour;os09plec;os09pokr;os09wiek;os10rour;os10plec;os10pokr;os10wiek;os11rour;os11plec;os11pokr;os11wiek;os12rour;os12plec;os12pokr;os12wiek;WAGAPRB;WAGAPOP;WGOSPPRB;WGOSPPOP;Q1;Q2;Q3
175391;OMNI05C/2011v3;1952;1108:13;1108:13;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1109:07;1109:07; ; ; ; ; ; ; ; ;11R-000-5C;41-5940-007;11R-000-5C*41-5940-007;594;20110522;7;41;1;410016;45;1;29521;2607032;5.3.26.52.07.03.2;2607;34;29;26;8;5;3;14;1;1;99;1;19521004;1952;8;58;9;5;3;3;3;2;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;83;8324;7;4;2;2;98;99998;4;3;4;4;1;1;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;58;9;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;83;8324;7;4;2;2;1;1;58;9;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;83;8324;7;4;2;2;4;1;100;25;1;4;1;1;1;1;1;1;0;1;0;0;1;1;1;4;4;400;1;0;0;1;0;0;1938;2;5;72;1952;1;0;58;1961;2;1;49;1984;2;2;26;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,27086364476164;38253,40144713;,8541266892;12049,919796;2;9;9
175421;OMNI05C/2011v3;1977;1909:40;1909:40;1;2;2;2;9;9;9;2;2;2;9;2;9;2;9;1;3;1;1;1;3;2;9;2;9;1;1;3;1912:18;1912:18; ; ; ; ; ; ; ; ;11R-000-5C;41-5940-005;11R-000-5C*41-5940-005;594;20110522;7;41;1;410016;51;2;29521;2607032;5.3.26.52.07.03.2;2607;34;29;26;8;5;3;14;1;1;99;1;19770619;1977;4;33;4;3;2;2;3;2;6;5;3;3;1;1;0;0;0;0;0;0;0;1;9;72;7214;7;4;2;2;98;99998;3;2;3;2;1;2;6;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;33;4;3;6;5;3;3;1;1;0;0;0;0;0;0;0;1;9;72;7214;7;4;2;2;2;2;33;4;3;6;5;3;3;1;1;0;0;0;0;0;0;0;1;9;41;4142;4;2;2;2;2;1;100;33;1;3;0;0;0;1;1;1;0;0;0;1;0;1;1;3;62;6242;1;3;0;2;0;0;1977;1;0;33;1977;2;1;33;2000;2;2;11;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,16863967323326;35176,42726778;1,0001865355;14110,515087;1;3;2
176271;OMNI05C/2011v3;1995;1740:31;1740:31;1;2;2;2;9;9;9;2;2;2;9;2;9;2;9;2;9;2;9;2;9;2;9;2;9;1;2;9;1742:33;1742:33; ; ; ; ; ; ; ; ;11R-000-5C;03-5940-017;11R-000-5C*03-5940-017;594;20110522;7;3;2;30617;35;2;9181;407011;5.6.04.08.07.01.1;407;5;9;4;2;2;7;76;5;2;99;2;99999998;1994;98;17;1;1;1;5;1;1;5;4;3;1;5;0;0;0;0;1;0;0;0;2;2;99;9999;99;8;9;9;98;99998;3;2;3;3;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;46;7;4;8;7;4;3;1;1;0;0;0;0;0;0;0;1;9;51;5141;6;4;2;2;3;2;46;7;4;8;7;4;3;1;1;0;0;0;0;0;0;0;1;9;51;5141;6;4;2;2;4;1;100;33;1;3;1;0;0;1;1;0;0;1;0;0;0;1;1;3;84;8424;1;3;2;0;0;0;1960;1;3;50;1965;2;3;46;1994;2;0;17;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,95393926524481;28713,87644143;,9791689972;13814,002106;1;1;2
176281;OMNI05C/2011v3;1959;0922:36;0922:36;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;0922:52;0922:52; ; ; ; ; ; ; ; ;11R-000-5C;11-5940-017;11R-000-5C*11-5940-017;594;20110522;7;11;1;113729;35;1;83649;605072;5.3.06.12.05.07.2;605;9;83;6;8;5;3;5;1;1;99;2;19590118;1959;11;52;8;5;3;7;3;2;2;2;1;1;1;1;0;0;0;0;0;0;0;1;9;61;6130;9;6;1;2;97;99998;3;2;3;3;1;1;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;52;8;5;2;2;1;1;1;1;0;0;0;0;0;0;0;1;9;61;6130;9;6;1;2;1;2;52;8;5;2;2;1;1;1;1;0;0;0;0;0;0;0;1;9;61;6130;9;6;1;2;6;1;100;33;1;3;1;1;1;1;0;0;0;0;0;0;0;1;1;3;48;4800;2;0;0;0;0;0;1959;2;0;52;1959;1;1;51;1983;1;2;27;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,9630314040818;28987,5527232;,7151367722;10089,066245;2;9;9
176291;OMNI05C/2011v3;1988;1039:42;1039:42;1;1;1;1;2;2;1;1;1;1;2;1;1;1;1;1;1;2;9;1;1;1;3;2;9;1;1;2;1041:25;1041:25; ; ; ; ; ; ; ; ;11R-000-5C;11-5940-015;11R-000-5C*11-5940-015;594;20110522;7;11;1;113729;40;2;83649;605072;5.3.06.12.05.07.2;605;9;83;6;8;5;3;5;1;1;99;1;19881202;1988;10;22;2;2;1;1;1;1;8;7;4;3;5;0;0;0;0;1;0;0;0;2;2;99;9999;99;8;9;9;0;0;5;4;5;5;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;51;8;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;61;6130;9;6;1;2;3;1;51;8;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;61;6130;9;6;1;2;6;1;100;20;1;4;1;1;1;1;1;1;0;0;0;0;1;1;1;2;50;5030;1;4;3;0;0;0;1960;1;3;51;1963;2;3;48;1986;1;4;24;1988;1;0;22;1994;2;4;16;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,90586943096162;27266,95908258;,9328789142;13160,947009;1;1;2
176311;OMNI05C/2011v3;1966;1235:21;1235:21;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1235:30;1235:30; ; ; ; ; ; ; ; ;11R-000-5C;11-5940-016;11R-000-5C*11-5940-016;594;20110522;7;11;1;113729;45;2;83649;605072;5.3.06.12.05.07.2;605;9;83;6;8;5;3;5;1;1;99;1;99999998;1966;98;44;6;4;3;3;4;3;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;61;6130;9;6;1;2;98;99998;2;1;2;2;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;44;6;4;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;61;6130;9;6;1;2;1;1;44;6;4;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;61;6130;9;6;1;2;6;1;100;50;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;99;99;9999;2;0;0;0;0;0;1940;2;3;70;1966;1;0;44;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,83291357382186;25070,96449056;1,06106127;14969,328747;2;9;9
176321;OMNI05C/2011v3;1956;1322:47;1322:47;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1322:59;1322:59; ; ; ; ; ; ; ; ;11R-000-5C;11-5940-019;11R-000-5C*11-5940-019;594;20110522;7;11;1;113729;40;2;83649;605072;5.3.06.12.05.07.2;605;9;83;6;8;5;3;5;1;1;99;2;19560812;1956;6;54;8;5;3;7;3;2;6;5;3;3;1;1;0;0;0;0;0;0;0;1;9;41;4190;4;2;2;2;98;99998;3;2;3;3;1;1;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;54;8;5;6;5;3;3;1;1;0;0;0;0;0;0;0;1;9;41;4190;4;2;2;2;1;2;54;8;5;6;5;3;3;1;1;0;0;0;0;0;0;0;1;9;41;4190;4;2;2;2;2;1;100;33;1;3;1;1;1;1;1;0;0;0;0;0;1;1;2;98;98;9998;1;0;0;0;0;1;1950;1;1;60;1956;2;0;54;1980;1;2;31;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,9630314040818;28987,5527232;,7151367722;10089,066245;1;6;9
176571;OMNI05C/2011v3;1941;1446:31;1446:31;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;1;4;9;9;9;9;9;9;9;9;9;9;9;1447:55;1447:55; ; ; ; ; ; ; ; ;11R-000-5C;35-5940-011;11R-000-5C*35-5940-011;594;20110521;6;35;1;350525;75;2;47151;1020031;5.1.10.15.20.03.1;1020;12;47;10;1;9;1;58;5;2;99;2;99999998;1941;98;69;11;6;4;8;3;2;2;2;1;1;4;0;0;0;1;0;0;0;0;1;1;91;9152;8;7;2;2;98;99998;2;1;2;1;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;69;11;6;2;2;1;1;4;0;0;0;1;0;0;0;0;1;1;91;9152;8;7;2;2;1;2;69;11;6;2;2;1;1;4;0;0;0;1;0;0;0;0;1;1;91;9152;8;7;2;2;5;1;100;50;1;3;0;0;1;1;0;1;1;0;0;0;1;0;0;99;99;9999;2;0;0;0;0;0;1933;1;1;77;1941;2;0;69;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,821125661172;24716,14455636;1,2945228828;18262,977974;2;9;9
179641;OMNI05C/2011v3;1980;1122:31;1122:31;1;2;2;2;9;9;9;1;2;2;2;2;9;2;9;2;9;2;9;2;9;2;9;2;9;2;9;9;1135:56;1135:56; ; ; ; ; ; ; ; ;11R-000-5C;03-5940-013;11R-000-5C*03-5940-013;595;20110523;1;3;2;30617;35;2;9181;407011;5.6.04.08.07.01.1;407;5;9;4;2;2;7;76;5;2;99;2;99999998;1980;98;31;4;3;2;6;1;1;10;8;4;4;1;1;0;0;0;0;0;0;0;1;9;22;2211;2;1;2;2;1;100;1;1;1;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;31;4;3;10;8;4;4;1;1;0;0;0;0;0;0;0;1;9;22;2211;2;1;2;2;1;2;31;4;3;10;8;4;4;1;1;0;0;0;0;0;0;0;1;9;22;2211;2;1;2;2;1;1;100;100;1;3;0;0;0;1;0;0;0;1;0;0;0;0;0;99;99;9999;1;4;3;0;0;0;1980;2;0;31;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,01050528331084;30416,53164465;1,1774214904;16610,925177;1;1;2
179651;OMNI05C/2011v3;1975;2111:23;2111:23;1;1;1;2;2;2;9;2;2;2;9;2;9;2;9;2;9;2;9;2;9;2;9;2;9;1;2;9;2112:12;2112:12; ; ; ; ; ; ; ; ;11R-000-5C;03-5940-016;11R-000-5C*03-5940-016;595;20110523;1;3;2;30617;30;2;9181;407011;5.6.04.08.07.01.1;407;5;9;4;2;2;7;76;5;2;99;1;99999998;1975;98;35;5;3;2;2;3;2;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;41;4190;4;2;2;2;98;99998;3;2;3;2;1;2;6;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;35;5;3;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;41;4190;4;2;2;2;1;1;35;5;3;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;41;4190;4;2;2;2;2;1;100;33;1;4;1;1;1;1;1;0;0;1;1;0;1;1;1;4;4;400;1;4;3;0;0;0;1975;1;0;35;1975;2;1;35;2000;1;2;10;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,98147944946161;29542,84477891;,9791689972;13814,002106;1;1;2
179661;OMNI05C/2011v3;1970;2154:39;2154:39;1;2;2;2;9;9;9;2;2;2;9;2;9;2;9;2;9;2;9;2;9;2;9;2;9;1;2;9;2155:04;2155:04; ; ; ; ; ; ; ; ;11R-000-5C;03-5940-018;11R-000-5C*03-5940-018;595;20110523;1;3;2;30617;30;2;9181;407011;5.6.04.08.07.01.1;407;5;9;4;2;2;7;76;5;2;99;1;99999998;1970;98;40;6;4;3;3;1;1;8;7;4;3;1;1;0;0;0;0;0;0;0;1;9;98;9998;98;98;2;2;1;100;1;1;1;1;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;40;6;4;8;7;4;3;1;1;0;0;0;0;0;0;0;1;9;98;9998;98;98;2;2;1;1;40;6;4;8;7;4;3;1;1;0;0;0;0;0;0;0;1;9;98;9998;98;98;2;2;8;1;100;100;1;3;0;0;0;1;0;0;0;0;0;0;1;1;1;2;50;5030;2;0;0;0;0;0;1970;1;0;40;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,98147944946161;29542,84477891;1,1774214904;16610,925177;1;1;2
179681;OMNI05C/2011v3;1957;1214:45;1214:45;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1214:55;1214:55; ; ; ; ; ; ; ; ;11R-000-5C;23-5940-013;11R-000-5C*23-5940-013;595;20110523;1;23;2;231534;55;1;21229;805034;5.4.08.13.05.03.4;805;10;21;8;4;17;6;4;2;2;99;2;19570503;1957;3;54;8;5;3;7;3;2;7;6;3;3;1;1;0;0;0;0;0;0;0;1;9;41;4190;4;2;2;2;98;99998;2;1;2;2;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;54;8;5;7;6;3;3;1;1;0;0;0;0;0;0;0;1;9;41;4190;4;2;2;2;1;2;54;8;5;7;6;3;3;1;1;0;0;0;0;0;0;0;1;9;41;4190;4;2;2;2;2;1;100;50;1;3;1;0;0;1;0;0;0;1;0;0;1;1;1;4;50;5072;2;0;0;0;0;0;1955;1;1;56;1957;2;0;54;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,07612121589607;32391,59216421;,8938248353;12609,976615;2;9;9
